,,Course Title,Term,"Deeper
 under- standing
 of the subject
 matter.","Interest in the
 subject matter
 was stimulated.","Effective use of
 instructional
 technology.",Activities in course supported my learning.,Effort needed to succeed is reasonable.,"Grading
 standards
 were clear.","I would
 recommend
 this course.",# Resp
MDI,5008,"Qlty, Regulatory and Op. Mgmt",Fall 2023,5.40,5.40,5.00,5.00,4.60,5.20,5.00,5
MDI,5008,"Qlty, Regulatory and Op. Mgmt",Fall 2024,6.00,6.00,5.50,5.50,5.50,5.00,6.00,2
MDI,5010,Product Innovation & Dev Mgmt,Fall 2020,5.40,5.60,5.80,5.40,5.20,5.80,5.80,5
MDI,5010,Product Innovation & Dev Mgmt,Fall 2021,5.67,5.67,5.50,5.67,6.00,5.67,5.83,6
MDI,5010,Product Innovation & Dev Mgmt,Spr 2023,5.00,5.00,4.20,5.00,5.00,5.60,5.20,5
MDI,5010,Product Innovation & Dev Mgmt,Fall 2023,5.33,6.00,6.00,6.00,5.67,5.67,5.67,3
MDI,5010,Product Innovation & Dev Mgmt,Fall 2024,4.50,4.75,4.50,4.25,4.75,4.50,4.75,4
MDI,5012,Medical Industry Macro Environ,Spr 2021,5.00,4.88,4.50,4.75,5.13,4.50,4.88,8
MDI,5012,Medical Industry Macro Environ,Spr 2022,5.40,5.20,5.20,5.00,5.00,5.00,4.80,5
MDI,5013,Biodesign Practicum I,Spr 2021,5.50,5.33,4.50,5.50,5.00,4.67,5.17,6
MDI,5013,Biodesign Practicum I,Spr 2022,5.67,5.50,5.67,5.67,5.50,5.00,5.67,6
MDI,5013,Biodesign Practicum I,Spr 2023,4.00,4.33,3.67,4.33,5.00,4.00,4.00,3
MDI,5013,Biodesign Practicum I,Spr 2024,5.50,5.50,5.50,5.50,5.50,5.00,5.50,2
MDI,5013,Biodesign Practicum I,Spr 2025,5.00,5.00,3.00,5.00,5.00,3.00,5.00,1
MDI,5014,Biodesign Practicm II,Sum 2021,4.60,4.80,4.50,4.60,4.80,3.40,4.80,5
MDI,5014,Biodesign Practicm II,Sum 2022,5.50,5.50,5.50,5.50,6.00,6.00,5.50,2
MDI,5014,Biodesign Practicm II,Fall 2023,4.00,3.75,3.25,3.50,4.75,3.50,4.00,4
MDI,5015,Biodesign Practicm III,Fall 2021,5.00,4.80,4.40,4.60,4.80,4.00,4.80,5
MDI,5015,Biodesign Practicm III,Fall 2022,5.60,5.80,4.80,5.20,5.20,5.80,5.60,5
MDI,5015,Biodesign Practicm III,Spr 2024,4.67,4.00,3.33,4.33,5.67,3.33,3.00,3
MDI,5015,Biodesign Practicm III,Spr 2025,5.00,5.00,5.00,5.00,5.00,5.00,5.00,2
MDI,5020,MDI Capstone,Sum 2021,4.00,3.67,4.67,3.67,3.67,4.00,3.67,3
MDI,5020,MDI Capstone,Fall 2021,4.67,4.67,4.67,4.50,4.67,4.00,4.67,3
MDI,5020,MDI Capstone,Spr 2022,5.00,5.00,5.00,5.00,5.00,5.00,5.00,1
MDI,5020,MDI Capstone,Fall 2022,5.50,5.50,5.50,5.50,5.50,5.50,5.50,2
MDI,5020,MDI Capstone,Spr 2023,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MDI,5020,MDI Capstone,Fall 2023,5.00,5.00,5.00,5.00,5.25,5.25,5.25,4
MDI,5020,MDI Capstone,Spr 2024,4.67,4.67,4.67,4.67,4.33,5.00,4.00,3
MDI,5050,Intrpersnl &Team Effectiveness,Fall 2020,5.62,5.46,5.62,5.69,5.62,5.38,5.77,13
MDI,5050,Intrpersnl &Team Effectiveness,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MDI,5051,Leading Innovation & Change,Spr 2021,5.73,5.67,5.67,5.67,5.75,5.92,5.92,12
MDI,5051,Leading Innovation & Change,Spr 2022,6.00,6.00,6.00,6.00,5.75,6.00,6.00,4
MDI,5101,Intro to Med Dev Cybersecurity,Spr 2023,4.75,3.75,4.50,4.75,4.25,4.25,5.00,4
MDI,5101,Intro to Med Dev Cybersecurity,Spr 2025,5.08,4.85,4.31,5.00,5.08,5.08,4.92,13
MDP,5001,Ways of Sustainable Dev,Fall 2020,4.75,4.88,5.50,5.25,4.63,4.25,4.75,8
MDP,5001,Ways of Sustainable Dev,Fall 2021,3.71,3.71,4.57,3.86,4.86,4.57,3.43,7
MDP,5001,Ways of Sustainable Dev,Fall 2022,3.50,2.00,4.50,1.00,5.50,6.00,1.50,2
MDP,5001,Ways of Sustainable Dev,Fall 2023,5.00,5.00,5.00,5.00,5.00,4.00,5.00,2
MDP,5001,Ways of Sustainable Dev,Fall 2024,5.00,5.00,4.83,4.67,4.33,5.00,4.83,6
MDP,5002,Program Development Workshop,Spr 2021,5.60,5.33,5.33,5.33,5.00,5.00,5.17,6
MDP,5002,Program Development Workshop,Spr 2022,4.63,3.88,4.38,4.25,5.00,3.88,3.50,8
MDP,5002,Program Development Workshop,Spr 2023,5.50,5.50,5.50,5.75,6.00,6.00,5.25,4
MDP,5002,Program Development Workshop,Spr 2024,5.33,5.33,5.67,5.33,5.67,5.67,5.33,3
MDP,5002,Program Development Workshop,Spr 2025,5.75,5.50,5.75,5.75,5.50,5.25,5.75,4
MDP,5005,Qualitative Methods: Dev Prac,Spr 2021,5.50,4.83,5.17,5.83,3.50,4.50,4.83,6
MDP,5005,Qualitative Methods: Dev Prac,Spr 2022,5.64,5.36,5.27,5.36,5.00,5.27,5.18,11
MDP,5005,Qualitative Methods: Dev Prac,Spr 2023,4.71,4.71,4.88,4.71,4.71,5.75,4.88,8
MDP,5005,Qualitative Methods: Dev Prac,Spr 2024,3.80,4.75,4.40,4.20,4.40,4.80,4.60,5
MDP,5005,Qualitative Methods: Dev Prac,Spr 2025,3.00,2.50,2.50,4.00,3.00,3.50,2.50,2
MDP,5100,Post-Field/Pre-Capstone Sem,Fall 2020,6.00,5.50,6.00,6.00,6.00,6.00,6.00,4
MDP,5100,Post-Field/Pre-Capstone Sem,Fall 2021,3.67,4.00,4.33,4.33,4.00,4.67,3.67,3
MDP,5100,Post-Field/Pre-Capstone Sem,Fall 2022,4.40,4.60,4.40,3.60,4.60,3.80,4.00,5
MDP,5100,Post-Field/Pre-Capstone Sem,Fall 2023,3.00,2.75,4.00,3.00,3.00,3.60,2.75,5
MDP,5100,Post-Field/Pre-Capstone Sem,Fall 2024,5.00,5.00,5.00,5.00,6.00,6.00,6.00,1
MDP,5200,Capstone Workshop,Spr 2021,5.00,5.40,5.00,4.40,5.40,4.80,5.25,5
MDP,5200,Capstone Workshop,Spr 2022,5.00,5.00,5.00,4.67,4.75,3.25,5.00,4
MDP,5200,Capstone Workshop,Spr 2023,5.25,5.50,5.25,5.25,5.50,4.25,5.25,4
MDP,5200,Capstone Workshop,Spr 2024,5.00,5.00,5.50,5.00,5.50,5.50,5.00,2
MDP,5200,Capstone Workshop,Spr 2025,6.00,6.00,5.50,5.50,6.00,6.00,6.00,2
MDS,3101,Project Development,Fall 2021,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
MDS,3101,Project Development,Fall 2022,6.00,5.00,6.00,5.00,6.00,6.00,6.00,1
MDS,3201,Project Registration 1,Spr 2023,6.00,6.00,,6.00,5.00,5.00,6.00,1
ME,2011,Intro Eng,Fall 2020,5.08,5.11,4.96,4.96,4.59,4.02,5.04,160
ME,2011,Intro Eng,Fall 2021,5.10,5.16,5.10,5.06,4.48,3.62,4.98,127
ME,2011,Intro Eng,Fall 2022,5.30,5.24,5.22,5.12,4.59,4.00,5.00,89
ME,2011,Intro Eng,Fall 2023,4.82,4.85,4.69,4.54,3.72,3.58,4.49,140
ME,2011,Intro Eng,Fall 2024,4.80,4.68,4.55,4.43,3.72,3.72,4.24,297
ME,2021,Intro to Prog & Computations,Fall 2023,5.29,4.94,5.31,5.24,4.82,5.06,5.18,18
ME,2021,Intro to Prog & Computations,Spr 2024,5.54,5.13,5.36,5.36,4.56,5.31,5.28,39
ME,2021,Intro to Prog & Computations,Spr 2025,5.00,4.41,4.79,4.90,3.90,4.69,4.31,35
ME,3221,Fund of Design & Manufacturing,Fall 2020,5.58,5.48,5.42,5.47,5.06,5.41,5.48,156
ME,3221,Fund of Design & Manufacturing,Spr 2021,4.66,4.46,3.57,4.26,4.21,3.85,4.09,38
ME,3221,Fund of Design & Manufacturing,Fall 2021,5.51,5.42,5.17,5.39,5.12,5.32,5.44,182
ME,3221,Fund of Design & Manufacturing,Spr 2022,5.52,5.37,5.31,5.42,5.34,5.47,5.52,90
ME,3221,Fund of Design & Manufacturing,Fall 2022,5.25,5.05,5.11,5.26,4.75,5.25,5.19,165
ME,3221,Fund of Design & Manufacturing,Spr 2023,5.53,5.45,5.47,5.48,5.39,5.37,5.48,78
ME,3221,Fund of Design & Manufacturing,Fall 2023,5.61,5.42,5.44,5.45,5.37,5.48,5.55,128
ME,3221,Fund of Design & Manufacturing,Spr 2024,5.53,5.36,5.52,5.52,5.01,5.35,5.33,87
ME,3221,Fund of Design & Manufacturing,Fall 2024,5.38,5.17,5.33,5.28,5.11,5.27,5.28,188
ME,3221,Fund of Design & Manufacturing,Spr 2025,5.50,5.41,5.28,5.41,5.18,5.29,5.39,65
ME,3222,Mechanisms & Machine Design,Fall 2020,5.08,4.86,4.36,4.86,4.70,4.56,4.79,134
ME,3222,Mechanisms & Machine Design,Spr 2021,4.48,3.94,3.89,4.27,4.76,4.51,4.04,100
ME,3222,Mechanisms & Machine Design,Fall 2021,5.39,5.13,5.07,5.13,5.11,4.99,5.25,108
ME,3222,Mechanisms & Machine Design,Spr 2022,4.49,4.01,4.20,4.32,5.15,4.40,4.08,73
ME,3222,Mechanisms & Machine Design,Fall 2022,5.41,5.02,5.17,5.23,4.94,5.36,5.27,64
ME,3222,Mechanisms & Machine Design,Spr 2023,3.83,3.29,3.02,3.88,4.19,4.17,3.37,45
ME,3222,Mechanisms & Machine Design,Fall 2023,4.81,4.38,4.74,4.57,3.94,3.89,4.11,52
ME,3222,Mechanisms & Machine Design,Spr 2024,5.56,5.45,5.51,5.51,5.41,5.50,5.62,108
ME,3222,Mechanisms & Machine Design,Fall 2024,4.78,4.48,4.91,4.73,4.49,4.31,4.49,48
ME,3222,Mechanisms & Machine Design,Spr 2025,5.59,5.49,5.52,5.62,5.43,5.46,5.59,87
ME,3281,Sys Dyn & Control,Fall 2020,5.25,4.75,4.95,5.14,5.07,5.20,4.90,62
ME,3281,Sys Dyn & Control,Spr 2021,4.57,4.08,4.20,4.32,4.98,4.86,4.53,51
ME,3281,Sys Dyn & Control,Fall 2021,4.46,3.60,4.00,4.07,3.51,3.96,3.53,60
ME,3281,Sys Dyn & Control,Spr 2022,4.20,3.65,3.86,3.90,3.12,3.86,3.17,52
ME,3281,Sys Dyn & Control,Fall 2022,4.59,3.89,4.11,4.62,3.73,4.47,3.92,37
ME,3281,Sys Dyn & Control,Spr 2023,4.86,4.53,4.50,4.65,4.73,4.51,4.64,42
ME,3281,Sys Dyn & Control,Fall 2023,5.00,4.91,5.09,4.91,4.78,4.78,4.83,25
ME,3281,Sys Dyn & Control,Spr 2024,5.23,4.93,5.06,4.98,4.97,5.13,4.95,108
ME,3281,Sys Dyn & Control,Fall 2024,5.53,5.47,5.59,5.53,5.49,5.39,5.59,54
ME,3281,Sys Dyn & Control,Spr 2025,4.44,4.22,4.58,4.48,4.76,4.73,4.36,82
ME,3324,Thermal Science,Fall 2020,4.91,4.24,4.06,4.29,5.03,4.89,4.29,35
ME,3324,Thermal Science,Fall 2021,4.12,3.42,3.77,3.76,4.50,4.27,3.54,28
ME,3324,Thermal Science,Fall 2022,4.85,4.19,4.44,4.44,5.15,5.22,4.58,27
ME,3324,Thermal Science,Fall 2023,4.13,3.61,4.26,4.40,5.13,4.91,3.91,23
ME,3324,Thermal Science,Spr 2025,4.46,3.78,4.21,4.42,5.29,5.08,4.57,24
ME,3331,Thermodynamics,Fall 2020,5.40,5.25,5.20,5.30,5.14,5.28,5.40,65
ME,3331,Thermodynamics,Spr 2021,5.18,4.65,4.82,4.61,3.71,4.40,4.13,109
ME,3331,Thermodynamics,Sum 2021,5.45,4.82,5.18,5.09,5.00,5.64,5.09,11
ME,3331,Thermodynamics,Fall 2021,5.14,4.73,4.90,4.87,5.01,5.03,5.03,78
ME,3331,Thermodynamics,Spr 2022,5.23,4.72,4.61,4.77,3.88,4.07,4.57,70
ME,3331,Thermodynamics,Fall 2022,5.42,5.32,5.47,5.37,5.26,5.16,5.42,20
ME,3331,Thermodynamics,Spr 2023,5.07,4.72,4.86,4.85,4.86,4.96,4.70,253
ME,3331,Thermodynamics,Fall 2023,4.69,4.27,4.92,4.38,4.12,4.69,4.19,27
ME,3331,Thermodynamics,Spr 2024,5.02,4.75,4.94,4.89,4.53,4.55,4.66,72
ME,3331,Thermodynamics,Fall 2024,5.29,5.03,4.96,5.06,4.99,4.90,5.01,118
ME,3331,Thermodynamics,Spr 2025,5.15,4.80,5.02,5.02,4.61,4.83,4.83,135
ME,3332,Fluid Mechanics,Fall 2020,5.45,5.05,5.28,5.22,5.11,5.32,5.22,105
ME,3332,Fluid Mechanics,Spr 2021,5.19,5.10,5.10,5.03,5.23,4.97,5.06,33
ME,3332,Fluid Mechanics,Fall 2021,5.23,4.91,5.05,5.05,5.01,4.98,5.16,154
ME,3332,Fluid Mechanics,Spr 2022,5.59,5.59,5.41,5.27,5.27,5.10,5.55,22
ME,3332,Fluid Mechanics,Fall 2022,5.16,4.83,4.91,5.06,4.82,4.63,4.84,101
ME,3332,Fluid Mechanics,Spr 2023,5.32,5.05,5.27,5.00,4.57,4.82,4.86,45
ME,3332,Fluid Mechanics,Fall 2023,4.58,4.00,4.33,4.06,4.07,4.29,3.88,74
ME,3332,Fluid Mechanics,Spr 2024,5.67,5.49,5.37,5.55,5.51,5.35,5.67,52
ME,3332,Fluid Mechanics,Fall 2024,5.28,5.09,4.99,5.10,5.00,5.08,5.16,163
ME,3332,Fluid Mechanics,Spr 2025,5.26,4.86,5.19,5.08,4.82,5.20,4.91,91
ME,3333,Heat Transfer,Fall 2020,5.11,4.77,5.38,4.97,5.17,5.17,4.97,35
ME,3333,Heat Transfer,Spr 2021,5.63,5.15,5.51,5.55,4.92,4.89,5.33,94
ME,3333,Heat Transfer,Sum 2021,4.50,4.00,3.75,3.50,4.63,4.50,4.50,8
ME,3333,Heat Transfer,Fall 2021,5.65,5.20,5.21,5.50,5.35,5.25,5.20,20
ME,3333,Heat Transfer,Spr 2022,5.17,4.58,5.15,4.97,4.51,4.74,4.63,77
ME,3333,Heat Transfer,Fall 2022,5.72,5.56,5.28,5.52,5.32,4.96,5.36,25
ME,3333,Heat Transfer,Spr 2023,4.89,4.49,5.03,4.67,4.76,5.26,4.75,66
ME,3333,Heat Transfer,Sum 2023,4.78,4.11,4.67,4.33,3.22,4.56,4.22,9
ME,3333,Heat Transfer,Fall 2023,5.23,5.13,5.10,5.22,5.07,5.08,5.03,61
ME,3333,Heat Transfer,Spr 2024,5.14,4.63,4.87,4.80,4.83,4.81,4.64,147
ME,3333,Heat Transfer,Sum 2024,5.14,4.29,5.57,4.83,3.43,5.00,4.00,14
ME,3333,Heat Transfer,Fall 2024,5.13,4.63,5.03,4.67,4.87,5.13,4.67,35
ME,3333,Heat Transfer,Spr 2025,3.53,3.23,3.51,3.30,3.07,3.51,3.02,62
ME,3990,Curricular Practical Training,Sum 2021,6.00,6.00,6.00,3.50,6.00,5.50,6.00,2
ME,3990,Curricular Practical Training,Sum 2022,5.00,5.50,5.00,5.00,6.00,6.00,6.00,2
ME,3990,Curricular Practical Training,Fall 2022,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ME,3990,Curricular Practical Training,Sum 2024,,,,,6.00,,,1
ME,4053,Mech. Engineering Modeling,Fall 2020,5.15,5.05,4.84,5.12,4.83,4.05,4.86,65
ME,4053,Mech. Engineering Modeling,Spr 2021,4.15,3.59,3.87,3.77,3.03,2.59,2.85,39
ME,4053,Mech. Engineering Modeling,Fall 2021,4.98,4.71,4.93,4.85,4.12,4.58,4.54,101
ME,4053,Mech. Engineering Modeling,Spr 2022,4.47,3.96,4.22,4.37,4.16,3.14,3.73,51
ME,4053,Mech. Engineering Modeling,Fall 2022,4.42,3.82,4.28,4.34,2.74,2.99,3.23,78
ME,4053,Mech. Engineering Modeling,Spr 2023,4.69,4.38,4.57,4.59,3.85,3.18,3.84,61
ME,4053,Mech. Engineering Modeling,Fall 2023,5.04,4.70,4.93,5.06,4.42,4.08,4.76,102
ME,4053,Mech. Engineering Modeling,Spr 2024,4.79,4.59,4.61,4.41,4.41,2.90,4.05,39
ME,4053,Mech. Engineering Modeling,Fall 2024,4.72,4.25,4.49,4.26,3.24,3.35,3.56,92
ME,4053,Mech. Engineering Modeling,Spr 2025,4.49,3.95,4.29,4.26,4.21,3.56,3.51,45
ME,4080,Topics Mechanical Engineering,Spr 2024,5.75,5.75,5.25,5.67,5.83,5.00,5.75,12
ME,4090,Advanced Engineering Problems,Spr 2021,6.00,6.00,6.00,6.00,2.00,6.00,6.00,1
ME,4090,Advanced Engineering Problems,Spr 2024,6.00,6.00,6.00,6.00,6.00,6.00,6.00,1
ME,4090,Advanced Engineering Problems,Spr 2025,5.75,5.75,6.00,5.75,5.75,4.00,5.75,4
ME,4231,Mot Cont Lab,Fall 2020,5.12,4.63,4.74,4.97,5.26,4.83,5.13,36
ME,4231,Mot Cont Lab,Spr 2021,4.76,4.47,4.55,4.53,4.97,5.05,4.82,41
ME,4231,Mot Cont Lab,Fall 2021,5.38,5.19,5.15,5.35,5.77,5.50,5.27,27
ME,4231,Mot Cont Lab,Spr 2022,5.11,4.97,5.00,5.19,5.39,5.33,5.24,38
ME,4231,Mot Cont Lab,Fall 2022,5.38,5.33,5.43,5.43,5.76,5.60,5.62,21
ME,4231,Mot Cont Lab,Spr 2023,4.70,4.50,5.20,4.90,5.40,5.30,5.60,11
ME,4231,Mot Cont Lab,Fall 2023,5.03,4.88,4.84,5.22,5.44,4.91,5.26,33
ME,4231,Mot Cont Lab,Spr 2024,5.45,5.29,5.19,5.57,5.63,5.46,5.53,50
ME,4231,Mot Cont Lab,Fall 2024,5.42,5.24,5.33,5.33,5.61,5.33,5.48,36
ME,4231,Mot Cont Lab,Spr 2025,5.13,4.88,5.13,5.13,5.50,5.08,5.21,26
ME,4232,Fluid Power Control Lab,Spr 2021,5.63,5.38,5.19,5.19,4.38,5.06,5.06,16
ME,4232,Fluid Power Control Lab,Fall 2021,5.13,4.63,4.00,4.38,4.13,4.50,4.38,9
ME,4232,Fluid Power Control Lab,Spr 2022,5.50,5.50,5.25,5.75,4.75,5.00,5.25,4
ME,4232,Fluid Power Control Lab,Fall 2022,5.73,6.00,5.27,5.70,5.36,4.73,5.73,11
ME,4232,Fluid Power Control Lab,Spr 2023,5.39,5.22,5.04,5.22,4.35,4.87,4.87,23
ME,4232,Fluid Power Control Lab,Fall 2023,5.00,5.00,5.00,5.00,5.00,5.00,5.00,3
ME,4232,Fluid Power Control Lab,Spr 2024,5.54,5.38,5.25,5.38,4.77,5.46,5.31,13
ME,4232,Fluid Power Control Lab,Spr 2025,5.36,4.71,4.71,5.21,4.64,4.46,4.86,17
ME,4331,Thermal Energy Engr Lab,Spr 2021,5.67,5.52,5.62,5.76,5.67,5.43,5.76,22
ME,4331,Thermal Energy Engr Lab,Spr 2022,5.00,4.75,4.88,5.00,4.50,5.13,4.38,8
ME,4331,Thermal Energy Engr Lab,Spr 2023,5.09,4.36,4.45,4.91,5.09,4.45,4.45,12
ME,4331,Thermal Energy Engr Lab,Fall 2024,5.22,4.91,4.96,5.04,4.48,4.78,4.83,23
ME,4583,Design for Life: Water in Tanz,Spr 2023,5.20,5.40,5.00,5.80,5.60,5.80,5.80,5
ME,4583,Design for Life: Water in Tanz,Spr 2024,5.75,5.83,5.58,5.83,5.83,5.67,5.83,12
ME,4583,Design for Life: Water in Tanz,Spr 2025,5.85,6.00,5.54,5.77,5.85,5.23,6.00,13
ME,4585,Mechatronics in Switzerland,Sum 2024,5.71,5.79,5.57,5.64,5.50,5.64,5.79,28
ME,4631,Biodevices Biotechnologies Lab,Spr 2025,5.66,5.72,5.59,5.62,5.55,5.45,5.83,30
ME,5070,Topics: ME,Fall 2022,5.50,5.50,5.50,6.00,5.50,6.00,6.00,2
ME,5101,Vapor Power Cycles,Spr 2025,5.33,5.33,5.33,5.22,5.56,5.33,5.44,9
ME,5103,Therm Env Engr,Spr 2021,5.80,5.28,5.24,5.54,5.32,4.92,5.48,25
ME,5103,Therm Env Engr,Spr 2022,5.83,5.42,5.75,5.75,5.67,5.67,5.67,12
ME,5103,Therm Env Engr,Spr 2023,5.71,5.46,5.58,5.57,5.71,5.71,5.79,38
ME,5103,Therm Env Engr,Spr 2024,3.95,3.91,3.73,3.86,4.32,3.91,3.67,22
ME,5103,Therm Env Engr,Spr 2025,5.33,4.83,4.89,5.11,5.22,5.06,5.00,18
ME,5113,Aerosol Engineering,Fall 2021,5.30,4.80,4.67,4.80,4.60,4.78,4.30,10
ME,5113,Aerosol Engineering,Fall 2023,5.60,5.40,5.50,5.60,5.30,5.70,5.50,10
ME,5133,Aerosol Lab,Fall 2020,5.22,5.00,5.44,5.00,5.38,3.89,4.78,9
ME,5133,Aerosol Lab,Fall 2022,5.40,4.80,5.20,4.80,5.00,4.60,4.80,5
ME,5133,Aerosol Lab,Fall 2024,5.60,4.60,5.00,5.20,5.20,5.20,5.20,5
ME,5221,Comp-Asst Prod Real,Spr 2022,5.38,5.50,5.50,5.38,5.25,5.00,5.38,9
ME,5221,Comp-Asst Prod Real,Spr 2024,5.93,5.80,5.73,5.67,5.87,5.67,5.93,15
ME,5223,Mat'ls in Des,Fall 2020,5.07,4.80,4.89,4.93,5.40,5.31,5.09,45
ME,5223,Mat'ls in Des,Fall 2021,4.43,3.90,3.90,3.95,4.85,3.71,3.62,21
ME,5223,Mat'ls in Des,Fall 2022,5.00,4.35,4.91,4.82,5.22,4.91,4.83,23
ME,5223,Mat'ls in Des,Fall 2023,4.81,4.71,4.90,4.84,5.26,4.74,4.90,31
ME,5223,Mat'ls in Des,Fall 2024,5.07,4.80,4.89,4.90,5.57,5.07,5.28,30
ME,5228,FE Mod/Ana/Desgn,Fall 2020,5.18,4.90,4.54,4.86,5.15,4.95,4.41,39
ME,5228,FE Mod/Ana/Desgn,Fall 2021,5.00,4.27,4.00,4.82,4.64,4.64,4.27,11
ME,5228,FE Mod/Ana/Desgn,Fall 2022,4.89,4.11,3.44,4.12,4.83,4.83,4.00,18
ME,5228,FE Mod/Ana/Desgn,Fall 2023,5.50,4.88,5.38,5.25,5.25,5.13,5.25,8
ME,5228,FE Mod/Ana/Desgn,Fall 2024,4.45,4.00,3.73,4.05,4.45,4.27,3.86,23
ME,5229,FEM for Transient/Dynamic Appl,Spr 2021,5.67,5.71,5.00,5.43,5.14,4.57,5.43,7
ME,5229,FEM for Transient/Dynamic Appl,Spr 2023,5.57,5.57,4.43,5.43,5.57,4.43,5.14,7
ME,5229,FEM for Transient/Dynamic Appl,Spr 2025,5.33,5.17,4.83,5.33,5.00,4.00,5.17,6
ME,5241,Comp Aided Engr,Spr 2021,4.46,4.36,4.29,4.44,4.43,4.36,4.25,70
ME,5241,Comp Aided Engr,Spr 2022,5.17,4.59,4.83,4.85,3.61,4.71,4.33,46
ME,5241,Comp Aided Engr,Spr 2023,5.10,4.97,4.90,4.95,4.02,4.78,4.77,60
ME,5241,Comp Aided Engr,Spr 2024,5.45,5.15,5.30,5.12,4.82,4.94,4.94,34
ME,5241,Comp Aided Engr,Spr 2025,5.30,5.28,5.20,5.23,4.65,5.12,5.26,44
ME,5243,Adv Mech Design,Spr 2022,5.06,4.76,4.24,4.59,4.82,5.06,4.59,17
ME,5243,Adv Mech Design,Spr 2024,5.10,5.00,4.37,4.60,4.57,4.57,4.73,30
ME,5247,"Stres Ana,Sens,Tran",Spr 2021,5.75,5.59,5.82,5.71,4.82,5.65,5.24,17
ME,5247,"Stres Ana,Sens,Tran",Spr 2023,5.42,5.30,5.39,5.31,4.47,5.12,5.12,33
ME,5247,"Stres Ana,Sens,Tran",Spr 2025,5.11,4.86,5.05,5.05,4.55,4.89,5.09,44
ME,5248,Vibration Engineering,Spr 2021,5.50,4.89,5.18,5.50,5.22,5.11,5.17,18
ME,5248,Vibration Engineering,Spr 2024,5.58,5.58,5.16,5.37,5.37,5.05,5.63,19
ME,5281,Feedback Control Systems,Fall 2020,5.11,5.10,4.76,4.90,4.62,4.95,5.05,39
ME,5281,Feedback Control Systems,Fall 2021,5.33,5.17,4.17,4.75,4.92,5.00,4.67,12
ME,5281,Feedback Control Systems,Fall 2022,5.48,5.33,5.24,5.43,5.48,5.33,5.43,21
ME,5281,Feedback Control Systems,Fall 2023,5.41,5.09,5.05,4.95,5.50,5.50,5.43,22
ME,5281,Feedback Control Systems,Fall 2024,5.61,5.50,5.17,5.61,5.44,5.33,5.67,18
ME,5286,Robotics,Spr 2021,5.61,5.33,5.39,5.44,5.11,5.11,5.33,18
ME,5286,Robotics,Spr 2022,5.10,5.05,5.33,5.14,3.57,3.76,4.29,21
ME,5286,Robotics,Spr 2023,5.25,5.19,5.31,5.50,4.53,4.25,5.00,16
ME,5286,Robotics,Spr 2024,5.71,5.57,5.43,5.71,4.43,4.00,4.29,7
ME,5286,Robotics,Spr 2025,5.56,5.44,5.00,5.33,4.78,5.11,5.00,9
ME,5312,Solar Thermal Technologies,Fall 2020,5.58,5.25,5.13,4.92,4.79,5.25,5.21,24
ME,5312,Solar Thermal Technologies,Fall 2021,5.67,5.33,5.08,5.33,4.33,4.42,5.08,12
ME,5312,Solar Thermal Technologies,Fall 2022,5.61,5.48,5.42,5.55,4.61,5.29,5.48,31
ME,5312,Solar Thermal Technologies,Fall 2024,5.61,5.39,5.29,5.52,5.36,5.36,5.46,29
ME,5332,Intermediate Fluid Mechanics,Fall 2020,4.50,4.38,4.38,4.63,3.75,4.63,3.63,8
ME,5332,Intermediate Fluid Mechanics,Fall 2021,5.69,5.44,5.69,5.63,5.19,5.44,5.44,16
ME,5332,Intermediate Fluid Mechanics,Fall 2022,5.52,5.17,5.30,5.26,5.35,5.18,5.55,23
ME,5332,Intermediate Fluid Mechanics,Fall 2023,5.56,5.26,5.48,5.41,4.85,5.30,5.30,28
ME,5332,Intermediate Fluid Mechanics,Fall 2024,5.41,5.14,5.50,5.14,4.09,4.50,4.68,22
ME,5341,Thermal Design,Spr 2022,5.62,5.31,5.58,5.31,4.46,4.62,5.00,13
ME,5341,Thermal Design,Spr 2024,6.00,5.00,4.00,5.00,4.00,4.00,5.00,1
ME,5344,Thermo of Fluid Flow with App,Fall 2020,5.44,5.22,5.33,5.28,4.72,5.22,5.39,18
ME,5344,Thermo of Fluid Flow with App,Sum 2021,5.33,5.33,5.33,5.67,5.33,5.33,5.67,3
ME,5344,Thermo of Fluid Flow with App,Fall 2023,5.71,5.31,5.57,5.50,5.38,5.18,5.50,14
ME,5351,Computational HT,Spr 2021,5.55,5.55,5.27,5.55,5.64,5.55,5.45,11
ME,5351,Computational HT,Spr 2023,5.76,5.71,5.84,5.90,5.81,5.67,5.95,21
ME,5446,Intro to Combustion,Spr 2021,5.04,4.50,4.43,4.78,4.63,4.83,4.63,24
ME,5446,Intro to Combustion,Spr 2022,5.06,4.59,5.12,5.06,4.76,5.12,4.53,18
ME,5446,Intro to Combustion,Spr 2023,5.40,4.80,5.40,5.60,5.80,5.40,5.00,5
ME,5446,Intro to Combustion,Spr 2024,5.38,4.63,5.00,5.13,5.13,5.38,4.88,8
ME,5446,Intro to Combustion,Fall 2024,5.25,4.50,4.75,5.00,4.75,4.75,4.50,4
ME,5461,Int Comb Engines,Fall 2020,5.18,4.50,3.67,4.33,3.92,4.25,4.42,12
